Case,Name,Rank,Badge,Incident Date,Location,Precinct,Allegation,Disposition,Discipline,
200602-0071,CALVIN J CLUTTER,Police Officer,1150,2006-02-12 2:41:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
200610-0079,CALVIN J CLUTTER,Police Officer,1150,2006-10-15 2:55:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
201209-0206,CALVIN J CLUTTER,Police Officer,1150,2012-08-05 22:30:00,Street/Alley,5,Individual Issued Mace,Officers Actions within Policy,,
200203-0145,MAURICE J CARNES,Police Officer,1152,2002-03-19 12:00:00,Business Building Or Property,U,Force,Unfounded,,
200701-0323,LEROY J WELLS,Police Officer,1153,2007-01-09 21:42:00,Public Building or Property,12,Individual Issued Mace,Officers Actions within Policy,,
200806-0185,LEROY J WELLS,Police Officer,1153,2008-06-21 1:40:00,Public Building or Property,18,Individual Issued Mace,Officers Actions within Policy,,
200907-0077,LEROY J WELLS,Police Officer,1153,2009-06-15 16:30:00,Public Building or Property,8,Individual Issued Mace,Officers Actions within Policy,,
200104-0047,BRIAN L CARTER,Police Officer,1155,2001-03-27 2:25:00,Private Residence or Property,19,Individual Issued Mace,Officers Actions within Policy,,
200104-0047,BRIAN L CARTER,Police Officer,1155,2001-03-27 2:25:00,Private Residence or Property,19,Injury during arrest,Officers Actions within Policy,,
200204-0178,BRIAN L CARTER,Police Officer,1155,2002-04-15 22:47:00,Street/Alley,8,Individual Issued Mace,Officers Actions within Policy,,
200211-0171,BRIAN L CARTER,Police Officer,1155,2002-10-10 2:50:00,Private Residence or Property,16,Striking Weapon,Officers Actions within Policy,,
200211-0171,BRIAN L CARTER,Police Officer,1155,2002-10-10 2:50:00,Private Residence or Property,16,Injury during arrest,Officers Actions within Policy,,
200306-0223,BRIAN L CARTER,Police Officer,1155,2003-05-13 3:20:00,Street/Alley,8,Striking Hands / Feet,Officers Actions within Policy,,
200403-0034,BRIAN L CARTER,Police Officer,1155,2003-05-19 4:30:00,Street/Alley,8,Firearm Used,Officers Actions within Policy,,
200403-0106,BRIAN L CARTER,Police Officer,1155,2004-03-12 1:03:00,Street/Alley,19,Injury during arrest,Officers Actions within Policy,,
200403-0175,BRIAN L CARTER,Police Officer,1155,2004-03-25 5:15:00,Street/Alley,8,Individual Issued Mace,Officers Actions within Policy,,
200408-0140,BRIAN L CARTER,Police Officer,1155,2004-07-23 1:39:00,Street/Alley,19,Striking Hands / Feet,Officers Actions within Policy,,
200502-0218,BRIAN L CARTER,Police Officer,1155,2005-02-09 1:44:00,Street/Alley,19,Striking Hands / Feet,Officers Actions within Policy,,
200502-0218,BRIAN L CARTER,Police Officer,1155,2005-02-09 1:44:00,Street/Alley,19,Injury during arrest,Officers Actions within Policy,,
200504-0100,BRIAN L CARTER,Police Officer,1155,2005-04-04 23:59:00,Street/Alley,8,Injury during arrest,Officers Actions within Policy,,
200505-0038,BRIAN L CARTER,Police Officer,1155,2005-03-30 1:50:00,Street/Alley,8,Injury during arrest,Officers Actions within Policy,,
200507-0132,BRIAN L CARTER,Police Officer,1155,2005-07-06 22:38:00,Street/Alley,8,Striking Hands / Feet,Officers Actions within Policy,,
200807-0012,BRIAN L CARTER,Police Officer,1155,2008-05-22 9:30:00,Street/Alley,8,Striking Hands / Feet,Officers Actions within Policy,,
201010-0075,BRIAN L CARTER,Police Officer,1155,2010-09-25 23:40:00,Private Residence or Property,7,Injury during arrest,Officers Actions within Policy,,
201107-0087,BRIAN L CARTER,Police Officer,1155,2011-06-25 1:03:00,Private Residence or Property,19,Injury during arrest,Officers Actions within Policy,,
200209-0054,SCOTT F BOWMAN,Police Officer,1160,2002-09-01 17:16:00,Street/Alley,5,Individual Issued Mace,Officers Actions within Policy,,
200107-0107,WAYNE A BUCK,Police Officer,1161,2001-06-23 14:07:00,Street/Alley,16,Striking Hands / Feet,Officers Actions within Policy,,
200202-0068,WAYNE A BUCK,Police Officer,1161,2002-02-12 18:59:00,Street/Alley,16,Firearm Used,Officers Actions within Policy,,
200612-0058,WAYNE A BUCK,Police Officer,1161,2006-11-22 18:00:00,Private Residence or Property,F,Force,Unfounded,,
200109-0099,JOSHUA GANTT,Police Officer,1163,2001-07-31 3:21:00,Street/Alley,19,Striking Hands / Feet,Officers Actions within Policy,,
200909-0153,JOSHUA GANTT,Police Officer,1163,2009-08-21 12:10:00,Street/Alley,19,Injury during arrest,Officers Actions within Policy,,
200107-0162,STEVEN W STEENBURGH,Default,1164,2001-04-30 2:37:00,Business Building Or Property,16,Individual Issued Mace,Officers Actions within Policy,,
200107-0162,STEVEN W STEENBURGH,Default,1164,2001-04-30 2:37:00,Business Building Or Property,16,Injury during arrest,Officers Actions within Policy,,
200211-0169,STEVEN W STEENBURGH,Default,1164,2002-11-14 2:08:00,Police Vehicle,16,Individual Issued Mace,Officers Actions within Policy,,
200212-0202,STEVEN W STEENBURGH,Default,1164,2002-12-23 0:26:00,Business Building Or Property,16,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
201102-0164,STEVEN W STEENBURGH,Default,1164,2011-02-15 13:58:00,Business Building Or Property,16,Handling of Prisoner,Unfounded,,
201501-0173,STEVEN W STEENBURGH,Default,1164,2014-12-02 8:57:00,Public Building or Property,6,Individual Issued Mace,Officers Actions within Policy,,
200411-0068,MICHAEL E CHAPMAN,Police Officer,1169,2004-10-06 5:36:00,Private Residence or Property,2,Injury during arrest,Officers Actions within Policy,,
200504-0035,MICHAEL E CHAPMAN,Police Officer,1169,2005-03-31 1:45:00,Street/Alley,4,Individual Issued Mace,Officers Actions within Policy,,
201004-0174,MICHAEL E CHAPMAN,Police Officer,1169,2010-04-01 23:42:00,Street/Alley,4,Injury during arrest,Officers Actions within Policy,,
200408-0136,RONALD D BRANHAM,Police Officer,1171,2004-08-14 2:45:00,Private Residence or Property,4,Individual Issued Mace,Officers Actions within Policy,,
200703-0209,RONALD D BRANHAM,Police Officer,1171,2007-03-18 3:00:00,Business Building Or Property,4,Force,Unfounded,,
200903-0066,RONALD D BRANHAM,Police Officer,1171,2009-03-08 2:30:00,Private Residence or Property,5,Force,Unfounded,,
200408-0140,MARCUS J COLLINS,Police Officer,1173,2004-07-23 1:39:00,Street/Alley,19,Individual Issued Mace,Officers Actions within Policy,,
200503-0167,MARCUS J COLLINS,Police Officer,1173,2005-02-25 5:35:00,Street/Alley,8,Striking Hands / Feet,Officers Actions within Policy,,
200707-0151,MARCUS J COLLINS,Police Officer,1173,2007-04-19 12:35:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
200808-0249,MARCUS J COLLINS,Police Officer,1173,2008-08-13 14:43:00,Private Residence or Property,8,Injury during arrest,Officers Actions within Policy,,
200907-0096,MARCUS J COLLINS,Police Officer,1173,2009-06-02 21:33:00,Street/Alley,8,Injury during arrest,Officers Actions within Policy,,
200910-0192,MARCUS J COLLINS,Police Officer,1173,2009-10-24 1:25:00,Bar,10,Individual Issued Mace,Officers Actions within Policy,,
200912-0200,MARCUS J COLLINS,Police Officer,1173,2009-12-11 20:30:00,Street/Alley,8,Injury during arrest,Officers Actions within Policy,,
201104-0201,MARCUS J COLLINS,Police Officer,1173,2011-04-16 20:30:00,Private Residence or Property,8,Individual Issued Mace,Officers Actions within Policy,,
201111-0118,MARCUS J COLLINS,Police Officer,1173,2011-10-29 19:01:00,Private Residence or Property,8,Injury during arrest,Officers Actions within Policy,,
201202-0151,MARCUS J COLLINS,Police Officer,1173,2012-01-07 16:33:00,Street/Alley,8,Injury during arrest,Officers Actions within Policy,,
201303-0208,MARCUS J COLLINS,Police Officer,1173,2013-03-08 16:40:00,Other,8,Injury during arrest,Officers Actions within Policy,,
201306-0200,MARCUS J COLLINS,Police Officer,1173,2013-05-08 15:10:00,Police Vehicle,8,Injury after arrest (transporting / processing),Officers Actions within Policy,,
201403-0239,MARCUS J COLLINS,Police Officer,1173,2014-02-18 21:05:00,Police Headquarters,16,Injury during arrest,Officers Actions within Policy,,
200207-0027,CRAIG A CUTTERIDGE,Police Officer,1174,2002-06-18 10:09:47,Street/Alley,1,Injury during arrest,Officers Actions within Policy,,
200305-0118,CRAIG A CUTTERIDGE,Police Officer,1174,2003-04-21 10:58:00,Business Building Or Property,1,Injury during arrest,Officers Actions within Policy,,
200809-0281,CRAIG A CUTTERIDGE,Police Officer,1174,2008-09-23 8:56:00,Public Building or Property,1,"Injury during contact with officers, no arrest made",Officers Actions within Policy,,
201209-0172,CRAIG A CUTTERIDGE,Police Officer,1174,2012-08-09 10:18:00,Police Vehicle,3,Injury after arrest (transporting / processing),Officers Actions within Policy,,
201401-0026,CRAIG A CUTTERIDGE,Police Officer,1174,2013-11-26 15:42:00,Police Vehicle,13,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200101-0024,CLINT A SMITH,Police Officer,1175,2001-01-18 1:27:00,Street/Alley,11,Individual Issued Mace,Officers Actions within Policy,,
200105-0047,CLINT A SMITH,Police Officer,1175,2001-04-28 2:00:00,Street/Alley,11,Force,Unfounded,,
200105-0047,CLINT A SMITH,Police Officer,1175,2001-04-28 2:00:00,Street/Alley,11,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
200107-0264,CLINT A SMITH,Police Officer,1175,2001-06-05 22:15:00,Street/Alley,12,Individual Issued Mace,Officers Actions within Policy,,
200407-0052,CLINT A SMITH,Police Officer,1175,2004-06-13 21:15:00,Street/Alley,19,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200407-0165,CLINT A SMITH,Police Officer,1175,2004-07-16 2:30:00,Street/Alley,5,Force,Unfounded,,
200408-0079,CLINT A SMITH,Police Officer,1175,2004-08-03 1:00:00,Street/Alley,12,Injury during arrest,Officers Actions within Policy,,
200504-0033,CLINT A SMITH,Police Officer,1175,2005-02-28 22:55:00,Street/Alley,8,Individual Issued Mace,Officers Actions within Policy,,
200504-0033,CLINT A SMITH,Police Officer,1175,2005-02-28 22:55:00,Street/Alley,8,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200506-0079,CLINT A SMITH,Police Officer,1175,2005-05-23 22:45:00,Private Residence or Property,8,Striking Hands / Feet,Officers Actions within Policy,,
200506-0097,CLINT A SMITH,Police Officer,1175,2005-06-07 3:45:00,Street/Alley,2,Injury during arrest,Officers Actions within Policy,,
200511-0001,CLINT A SMITH,Police Officer,1175,2005-10-24 2:15:00,Bar,18,Individual Issued Mace,Officers Actions within Policy,,
200701-0086,CLINT A SMITH,Police Officer,1175,2006-12-31 22:25:00,Street/Alley,16,Injury during arrest,Officers Actions within Policy,,
200706-0101,CLINT A SMITH,Police Officer,1175,2007-06-09 1:00:00,Bar,16,Force,Not Sustained,,
200709-0250,CLINT A SMITH,Police Officer,1175,2007-09-01 8:40:00,Street/Alley,8,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200901-0178,CLINT A SMITH,Police Officer,1175,2008-12-27 2:15:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
200901-0178,CLINT A SMITH,Police Officer,1175,2008-12-27 2:15:00,Street/Alley,16,Injury during arrest,Officers Actions within Policy,,
200907-0081,CLINT A SMITH,Police Officer,1175,2009-06-08 18:42:00,Private Residence or Property,9,Striking Hands / Feet,Officers Actions within Policy,,
201208-0464,CLINT A SMITH,Police Officer,1175,2012-08-13 10:35:00,Street/Alley,15,Force,Unfounded,Documented Constructive Counseling,
201208-0464,CLINT A SMITH,Police Officer,1175,2012-08-13 10:35:00,Street/Alley,15,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,Documented Constructive Counseling,
201406-0032,CLINT A SMITH,Police Officer,1175,2014-04-28 14:22:00,Street/Alley,10,Injury during arrest,Officers Actions within Policy,,
201406-0180,CLINT A SMITH,Police Officer,1175,2014-05-02 10:02:00,Business Building Or Property,15,Injury during arrest,Officers Actions within Policy,,
201201-0145,MARK D SCHROEDER,Police Officer,1177,2012-01-04 20:05:00,Business Building Or Property,6,Injury during arrest,Officers Actions within Policy,,
200107-0033,JEFFERY L GUBERNATH,Police Officer,1178,2001-05-14 17:03:00,Street/Alley,6,"Injury during contact with officers, no arrest made",Officers Actions within Policy,,
200110-0191,JEFFERY L GUBERNATH,Police Officer,1178,2001-10-24 13:00:00,Street/Alley,6,Force,Not Sustained,,
200904-0012,DONNA D WELCH,Police Officer,1179,2009-03-28 19:00:00,Street/Alley,5,Individual Issued Mace,Officers Actions within Policy,,
200507-0177,JOHN T HAIRSTON,Police Officer,1180,2005-07-20 21:15:00,Business Building Or Property,18,Individual Issued Mace,Officers Actions within Policy,,
200509-0181,JOHN T HAIRSTON,Police Officer,1180,2005-08-31 21:41:00,Business Building Or Property,18,Individual Issued Mace,Officers Actions within Policy,,
200509-0181,JOHN T HAIRSTON,Police Officer,1180,2005-08-31 21:41:00,Business Building Or Property,18,Injury during arrest,Officers Actions within Policy,,
200108-0150,KENNETH W DALE,Police Officer,1181,2001-07-25 7:50:00,Private Residence or Property,9,"Injury during contact with officers, no arrest made",Officers Actions within Policy,,
200209-0145,KENNETH W DALE,Police Officer,1181,2002-09-10 13:50:00,Private Residence or Property,14,Injury during arrest,Officers Actions within Policy,,
200302-0190,KENNETH W DALE,Police Officer,1181,2003-02-13 10:30:00,Private Residence or Property,14,Striking Weapon,Officers Actions within Policy,,
200302-0190,KENNETH W DALE,Police Officer,1181,2003-02-13 10:30:00,Private Residence or Property,14,Individual Issued Mace,Officers Actions within Policy,,
200302-0190,KENNETH W DALE,Police Officer,1181,2003-02-13 10:30:00,Private Residence or Property,14,Injury during arrest,Officers Actions within Policy,,
200304-0102,KENNETH W DALE,Police Officer,1181,2003-04-14 13:42:00,Police Vehicle,14,Injury during arrest,Officers Actions within Policy,,
201204-0214,KENNETH W DALE,Police Officer,1181,2012-03-30 13:55:00,Private Residence or Property,20,Injury during arrest,Officers Actions within Policy,,
201302-0124,KENNETH W DALE,Police Officer,1181,2013-01-10 3:16:00,Private Residence or Property,10,Individual Issued Mace,Officers Actions within Policy,,
201406-0020,KENNETH W DALE,Police Officer,1181,2014-05-22 10:54:00,Private Residence or Property,19,Injury during arrest,Officers Actions within Policy,,
201601-1008,KENNETH W DALE,Police Officer,1181,2016-01-14 20:43:00,Street / Alley,13,Force,Within Policy,,
200407-0044,DEREK C CORBIN,Police Officer,1182,2004-07-01 7:45:00,Private Residence or Property,14,Injury during arrest,Officers Actions within Policy,,
200507-0183,DEREK C CORBIN,Police Officer,1182,2005-07-25 23:30:00,Private Residence or Property,9,Force,Unfounded,,
200601-0014,DEREK C CORBIN,Police Officer,1182,2005-12-11 22:35:00,Police Vehicle,9,Individual Issued Mace,Officers Actions within Policy,,
200601-0014,DEREK C CORBIN,Police Officer,1182,2005-12-11 22:35:00,Police Vehicle,9,Injury during arrest,Officers Actions within Policy,,
200602-0158,DEREK C CORBIN,Police Officer,1182,2006-02-04 0:28:00,Police Vehicle,9,Striking Hands / Feet,Officers Actions within Policy,,
200602-0158,DEREK C CORBIN,Police Officer,1182,2006-02-04 0:28:00,Police Vehicle,9,Individual Issued Mace,Officers Actions within Policy,,
200602-0158,DEREK C CORBIN,Police Officer,1182,2006-02-04 0:28:00,Police Vehicle,9,Injury during arrest,Officers Actions within Policy,,
200611-0171,DEREK C CORBIN,Police Officer,1182,2006-11-20 1:39:00,Street/Alley,9,Injury during arrest,Officers Actions within Policy,,
200701-0069,DEREK C CORBIN,Police Officer,1182,2006-12-18 0:39:00,Police Vehicle,9,Individual Issued Mace,Officers Actions within Policy,,
200702-0198,DEREK C CORBIN,Police Officer,1182,2007-02-03 3:10:00,Business Building Or Property,14,Striking Hands / Feet,Officers Actions within Policy,,
200707-0202,DEREK C CORBIN,Police Officer,1182,2007-06-22 3:45:00,Street/Alley,10,Individual Issued Mace,Officers Actions within Policy,,
200707-0202,DEREK C CORBIN,Police Officer,1182,2007-06-22 3:45:00,Street/Alley,10,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200710-0134,DEREK C CORBIN,Police Officer,1182,2007-10-08 1:05:00,Private Residence or Property,10,Individual Issued Mace,Officers Actions within Policy,,
200712-0050,DEREK C CORBIN,Police Officer,1182,2007-12-09 3:36:00,Private Residence or Property,10,Force,Unfounded,,
200808-0229,DEREK C CORBIN,Police Officer,1182,2008-08-09 3:20:00,Private Residence or Property,10,Individual Issued Mace,Officers Actions within Policy,,
200904-0297,DEREK C CORBIN,Police Officer,1182,2009-04-17 3:40:00,Private Residence or Property,10,Individual Issued Mace,Officers Actions within Policy,,
200906-0013,DEREK C CORBIN,Police Officer,1182,2009-05-29 23:46:00,Business Building Or Property,10,Individual Issued Mace,Officers Actions within Policy,,
